Source Status,Severity,Created by,Last updated,Updated by,Date created,Source,Age in Days,Status,Classification,Risk Score,Risk Rating,Asset ID,Type,Sys ID,Last synced,Defender Solution,Definition,Target,Output,First Found,Last Found,Platform,product,members,Exception,Exception Request,Exception Type,Ex Valid,Platform Old,Category,Last sync data source,Flow State
Open,Medium,system,04 Oct 2025 22:09:58,,31 Oct 2024 00:10:22,Defender,340,Open,Application,3.61,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2024-6119,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service attack due to an error when performing certificate name checks. This vulnerability can be exploited by sending a specially crafted request, which can result in abnormal termination of the application process. The issue affects applications that perform certificate name checks, such as TLS clients checking server certificates. It occurs when comparing the expected name with an otherName subject alternative name of an X.509 certificate. The severity of the issue is moderate as TLS servers are generally not affected. However, if an application specifies an expected DNS name, Email address, or IP address, a denial of service can occur. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected. Impact: The vulnerability can cause abnormal termination of an application, leading to a denial of service. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,10/29/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:45:52,,11 Sep 2024 06:28:35,Defender,390,Open,Application,2.27,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2024-4603,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service attack due to improper input validation by the EVP_PKEY_param_check() and EVP_PKEY_public_check() functions. Applications that use these functions to check DSA public keys or parameters may experience long delays, potentially leading to a denial of service. The issue arises when checking excessively long DSA keys or parameters obtained from an untrusted source. The computations performed by these functions can be slow if the modulus (p parameter) is too large. Although OpenSSL restricts the use of public keys with a modulus over 10,000 bits for signature verification, the key and parameter check functions do not enforce this limit. Only applications directly calling these functions or using the OpenSSL pkey and pkeyparam command line applications with the -check option are vulnerable. The OpenSSL SSL/TLS implementation is not affected, but the OpenSSL 3.0 and 3.1 FIPS providers are. Impact: A remote attacker can exploit this vulnerability to cause long delays in applications that use the EVP_PKEY_param_check() or EVP_PKEY_public_check() functions, potentially resulting in a denial of service. This can occur when checking DSA public keys or parameters obtained from an untrusted source. By supplying excessively long DSA keys or parameters, the attacker can cause the computations performed by these functions to take a long time, leading to delays in the applications execution. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:09:37,,11 Sep 2024 06:26:36,Defender,389,Open,Application,2.27,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2024-4741,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to multiple security issues that could allow remote attackers to execute arbitrary code, cause denial of service, or obtain sensitive information. These vulnerabilities include a use-after-free flaw in the SSL_free_buffers API function, incorrect handling of TLSv1.3 sessions, checking excessively long DSA keys or parameters, and certain memory operations in a rarely-used API. An attacker could exploit these vulnerabilities by sending specially crafted requests or manipulating certain API functions. The impact of these vulnerabilities ranges from arbitrary code execution and denial of service to information disclosure. The affected versions include libssl-dev 1.1.1f-1ubuntu2.23, libssl-doc 1.1.1f-1ubuntu2.23, libssl1.1 1.1.1f-1ubuntu2.23, and openssl 1.1.1f-1ubuntu2.23. Package updates are available to address these vulnerabilities. Impact: If these vulnerabilities are exploited, an attacker could execute arbitrary code on the system, cause a denial of service condition, or obtain sensitive information. This could lead to unauthorized access, data breaches, system crashes, and loss of confidentiality. AdditionalInformation: These vulnerabilities have been assigned CVE-2024-2511, CVE-2024-4603, CVE-2024-4741, and CVE-2024-5535. The impact severity varies depending on the specific vulnerability, with some being more critical than others. The OpenSSL API function SSL_select_next_proto is particularly affected, and applications using NPN instead of ALPN are more likely to be vulnerable. However, active exploitation is unlikely due to the specific conditions required for successful attacks. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected by these vulnerabilities. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:28:26,,11 Sep 2024 06:08:58,Defender,390,Open,Application,2.75,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2024-5535,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service, caused by a buffer over-read flaw in the SSL_select_next_proto API function when calling with an empty supported client protocols buffer. By sending a specially crafted request, a remote attacker could exploit this vulnerability to cause a crash or memory contents to be sent to the peer. This issue affects applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols. The function is typically used by TLS applications that support ALPN or NPN. ALPN is significantly more widely deployed than NPN. The vulnerability can lead to a loss of confidentiality, as up to 255 bytes of arbitrary private data from memory may be sent to the peer. However, this scenario is not typically under attacker control and requires a configuration or programming error in the calling application. The severity of this issue is assessed as Low, as it is most likely to affect applications using NPN instead of ALPN, which is not widely used. Active exploitation is unlikely due to the lack of attacker control. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected. No new releases of OpenSSL are issued at this time, and the fix will be included in the next releases. Impact: The vulnerability in OpenSSL can be exploited by a remote attacker to cause a denial of service by crashing the application or sending memory contents to the peer. This can result in unexpected application behavior, a crash, or a loss of confidentiality. Up to 255 bytes of arbitrary private data from memory may be exposed to the peer. However, this vulnerability only affects applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols. The severity of this issue is assessed as Low, as it requires a configuration or programming error in the calling application and is unlikely to be actively exploited. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:57:57,,09 Jul 2024 01:44:48,Defender,399,Open,Application,2.27,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2024-2511,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service due to improper server configuration validation. By exploiting certain server configurations, an attacker can cause unbounded memory growth, resulting in a denial of service condition. This vulnerability affects TLS servers supporting TLSv1.3 and does not affect TLS clients. The FIPS modules in versions 3.2, 3.1, and 3.0, as well as OpenSSL 1.0.2, are not affected. Impact: An attacker can exploit certain server configurations to trigger unbounded memory growth, leading to a denial of service. This can occur in TLSv1.3 if the non-default SSL_OP_NO_TICKET option is used (excluding when early_data support is also configured and the default anti-replay protection is in use). Under specific conditions, the session cache can enter an incorrect state and fail to flush properly, causing it to grow in an unbounded manner. A malicious client can intentionally create this scenario to force a denial of service, or it may occur accidentally during normal operation. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:32:52,,09 Jul 2024 01:41:00,Defender,399,Open,Application,1.9,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2023-6237,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: Multiple vulnerabilities have been discovered in OpenSSL, a remote attacker could exploit these vulnerabilities to cause a denial of service or execute arbitrary code. The vulnerabilities include excessively long X9.42 DH keys, POLY1304 MAC on the PowerPC architecture, excessively long RSA public keys, and certain malformed PKCS12 files. The impact of these vulnerabilities could result in resource consumption, system crashes, and potential execution of arbitrary code. Users are advised to update their systems to the following package versions: libssl1.1 - 1.1.1f-1ubuntu2.21, libssl-dev - 1.1.1f-1ubuntu2.21, openssl - 1.1.1f-1ubuntu2.21, libssl-doc - 1.1.1f-1ubuntu2.21. Impact: If these vulnerabilities are exploited, it could lead to a denial of service, system crashes, and potential execution of arbitrary code. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Medium,system,04 Oct 2025 22:05:32,,09 Jul 2024 01:38:37,Defender,399,Open,Application,3.61,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2023-5363,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: A vulnerability in OpenSSL has been identified, specifically in the processing of key and initialization vector (IV) lengths during the initialization of certain symmetric ciphers. This issue can lead to truncation or overruns of these values, potentially causing loss of confidentiality in cipher modes such as CCM, GCM, and OCB. The affected functions include EVP_EncryptInit_ex2(), EVP_DecryptInit_ex2(), and EVP_CipherInit_ex2(). The vulnerability impacts OpenSSL versions 3.0 and 3.1, excluding FIPS providers. Impact: Exploitation of this vulnerability could result in unauthorized access to sensitive information due to loss of confidentiality in certain cipher modes. Additionally, truncations and overruns may lead to incorrect results or memory exceptions. AdditionalInformation: The OpenSSL SSL/TLS implementation is not affected by this issue. The probability of applications being vulnerable is considered low due to the uncommon nature of altering key and IV lengths and the likelihood of detection during testing. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:05:54,,09 Jul 2024 01:38:41,Defender,399,Open,Application,1.9,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2024-0727,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL contains a vulnerability (CVE-2024-0727) where processing a maliciously formatted PKCS12 file can lead to a crash due to a NULL pointer dereference. This issue affects applications using OpenSSL APIs such as PKCS12_parse(), PKCS12_unpack_p7data(), PKCS12_unpack_p7encdata(), PKCS12_unpack_authsafes(), and PKCS12_newpass() to process PKCS12 files from untrusted sources. The crash results in a potential Denial of Service (DoS) attack. Impact: Exploitation of this vulnerability can cause applications to terminate abruptly, leading to a Denial of Service condition. This impacts the availability of services relying on OpenSSL for PKCS12 file processing. AdditionalInformation: The vulnerability does not affect FIPS modules in OpenSSL versions 3.2, 3.1, and 3.0. A similar issue in SMIME_write_PKCS7() was addressed but is not considered security significant. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:21:18,,09 Jul 2024 01:35:57,Defender,399,Open,Application,2.27,Low,i-00a0e14163cf605f5,,e2cb780d6e927485bfefe7cdef2c80ee3b978e49_openssl_openssl_3.0.9.0_CVE-2023-3817,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL contains vulnerabilities related to the handling of Diffie-Hellman (DH) parameters and keys. Specifically, functions such as DH_check(), DH_check_ex(), and EVP_PKEY_param_check() may experience excessive delays when processing excessively large DH parameters or keys, potentially leading to a Denial of Service (DoS) condition. This issue arises when the parameters or keys are obtained from untrusted sources. Additionally, command-line utilities like dhparam and pkeyparam are affected when using the -check option. The OpenSSL SSL/TLS implementation and FIPS providers are not impacted. Impact: Exploitation of these vulnerabilities could allow an attacker to cause significant delays in applications using affected OpenSSL functions, leading to a Denial of Service condition. AdditionalInformation: These vulnerabilities are identified as CVE-2023-3446 and CVE-2023-3817. They involve excessive computation times during parameter checks, particularly with large modulus or q values. Applications relying on OpenSSL for DH parameter validation should be aware of these issues. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsql32.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:52:20,,07 Aug 2024 22:08:15,Defender,399,Open,Application,2.27,Low,i-0497b492ed4b24912,,88ba2e1d648c978e12f1312eab05567e5c7184b1_openssl_openssl_3.0.13.0_CVE-2024-2511,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service due to improper server configuration validation. By exploiting certain server configurations, an attacker can cause unbounded memory growth, resulting in a denial of service condition. This vulnerability affects TLS servers supporting TLSv1.3 and does not affect TLS clients. The FIPS modules in versions 3.2, 3.1, and 3.0, as well as OpenSSL 1.0.2, are not affected. Impact: An attacker can exploit certain server configurations to trigger unbounded memory growth, leading to a denial of service. This can occur in TLSv1.3 if the non-default SSL_OP_NO_TICKET option is used (excluding when early_data support is also configured and the default anti-replay protection is in use). Under specific conditions, the session cache can enter an incorrect state and fail to flush properly, causing it to grow in an unbounded manner. A malicious client can intentionally create this scenario to force a denial of service, or it may occur accidentally during normal operation. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirldwh31.pmintl.net,,09/01/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Medium,system,04 Oct 2025 22:10:26,,10 Sep 2025 17:56:29,Defender,25,Open,Database,3.98,Low,i-0497b492ed4b24912,,88ba2e1d648c978e12f1312eab05567e5c7184b1_microsoft_sql_server_2019_15.0.4430.1_CVE-2025-47997,10/04/2025,Update Microsoft Sql Server 2019 to version 15.0.4445.1,"Summary: A race condition vulnerability exists in Microsoft SQL Server due to improper synchronization during concurrent execution using shared resources. This flaw allows an authenticated attacker to disclose sensitive information over a network. Impact: Exploitation of this vulnerability could lead to unauthorized disclosure of sensitive information, potentially compromising data confidentiality. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirldwh31.pmintl.net,,09/09/2025,10/03/2025,TPE,,,,,,,,microsoft sql server,1562092342772383744,
Open,Low,system,04 Oct 2025 22:02:38,,24 Apr 2025 19:50:26,Defender,164,Open,Application,1.53,Low,i-0497b492ed4b24912,,88ba2e1d648c978e12f1312eab05567e5c7184b1_openssl_openssl_3.0.13.0_CVE-2024-13176,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: A timing side-channel vulnerability (CVE-2024-13176) exists in the ECDSA signature computation within OpenSSL, potentially allowing an attacker to recover private key information. This issue arises due to a timing signal of approximately 300 nanoseconds when the top word of the inverted ECDSA nonce value is zero, which occurs with significant probability for certain elliptic curves, particularly the NIST P-521 curve. Exploitation requires either local access to the signing application or a very fast, low-latency network connection. The vulnerability affects FIPS modules in OpenSSL versions 3.4, 3.3, 3.2, 3.1, and 3.0. Impact: If exploited, this vulnerability could allow an attacker to recover private key information, potentially compromising the confidentiality of cryptographic operations. The risk is mitigated by the requirement for local access or a high-speed, low-latency network connection. AdditionalInformation: The vulnerability is classified as having a low severity due to the specific conditions required for successful exploitation. It was discovered by George Pantelakis and Alicja Kario. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirldwh31.pmintl.net,,04/24/2025,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:50:28,,24 Apr 2025 19:28:39,Defender,164,Open,Application,2.27,Low,i-0497b492ed4b24912,,88ba2e1d648c978e12f1312eab05567e5c7184b1_openssl_openssl_3.0.13.0_CVE-2024-9143,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL contains a vulnerability (CVE-2024-9143) in its low-level GF(2^m) elliptic curve APIs, specifically when handling untrusted explicit values for the field polynomial. This flaw can lead to out-of-bounds memory reads or writes, potentially causing application crashes or enabling remote code execution. The affected APIs include EC_GROUP_new_curve_GF2m(), EC_GROUP_new_from_params(), and various BN_GF2m_*() functions. Applications using exotic explicit binary (GF(2^m)) curve parameters that allow invalid field polynomials with a zero constant term are susceptible to this issue. However, protocols using named curves or X9.62 encoding for binary curves are not vulnerable, reducing the likelihood of exploitation. Impact: Exploitation of this vulnerability could result in application crashes or remote code execution, posing risks to system integrity and availability. The likelihood of exploitation is low due to the limited use of exotic curve encodings. AdditionalInformation: The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are confirmed not to be affected by this vulnerability. Applications processing X.509 certificates are also not susceptible due to the use of X9.62 encoding. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirldwh31.pmintl.net,,04/24/2025,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Medium,system,04 Oct 2025 22:00:18,,31 Oct 2024 00:26:45,Defender,340,Open,Application,3.61,Low,i-0497b492ed4b24912,,88ba2e1d648c978e12f1312eab05567e5c7184b1_openssl_openssl_3.0.13.0_CVE-2024-6119,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service attack due to an error when performing certificate name checks. This vulnerability can be exploited by sending a specially crafted request, which can result in abnormal termination of the application process. The issue affects applications that perform certificate name checks, such as TLS clients checking server certificates. It occurs when comparing the expected name with an otherName subject alternative name of an X.509 certificate. The severity of the issue is moderate as TLS servers are generally not affected. However, if an application specifies an expected DNS name, Email address, or IP address, a denial of service can occur. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected. Impact: The vulnerability can cause abnormal termination of an application, leading to a denial of service. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirldwh31.pmintl.net,,10/29/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:57:38,,11 Sep 2024 07:05:20,Defender,389,Open,Application,2.75,Low,i-0497b492ed4b24912,,88ba2e1d648c978e12f1312eab05567e5c7184b1_openssl_openssl_3.0.13.0_CVE-2024-5535,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service, caused by a buffer over-read flaw in the SSL_select_next_proto API function when calling with an empty supported client protocols buffer. By sending a specially crafted request, a remote attacker could exploit this vulnerability to cause a crash or memory contents to be sent to the peer. This issue affects applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols. The function is typically used by TLS applications that support ALPN or NPN. ALPN is significantly more widely deployed than NPN. The vulnerability can lead to a loss of confidentiality, as up to 255 bytes of arbitrary private data from memory may be sent to the peer. However, this scenario is not typically under attacker control and requires a configuration or programming error in the calling application. The severity of this issue is assessed as Low, as it is most likely to affect applications using NPN instead of ALPN, which is not widely used. Active exploitation is unlikely due to the lack of attacker control. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected. No new releases of OpenSSL are issued at this time, and the fix will be included in the next releases. Impact: The vulnerability in OpenSSL can be exploited by a remote attacker to cause a denial of service by crashing the application or sending memory contents to the peer. This can result in unexpected application behavior, a crash, or a loss of confidentiality. Up to 255 bytes of arbitrary private data from memory may be exposed to the peer. However, this vulnerability only affects applications that directly call the SSL_select_next_proto function with a 0 length list of supported client protocols. The severity of this issue is assessed as Low, as it requires a configuration or programming error in the calling application and is unlikely to be actively exploited. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirldwh31.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:51:24,,11 Sep 2024 06:06:10,Defender,389,Open,Application,2.27,Low,i-0497b492ed4b24912,,88ba2e1d648c978e12f1312eab05567e5c7184b1_openssl_openssl_3.0.13.0_CVE-2024-4741,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to multiple security issues that could allow remote attackers to execute arbitrary code, cause denial of service, or obtain sensitive information. These vulnerabilities include a use-after-free flaw in the SSL_free_buffers API function, incorrect handling of TLSv1.3 sessions, checking excessively long DSA keys or parameters, and certain memory operations in a rarely-used API. An attacker could exploit these vulnerabilities by sending specially crafted requests or manipulating certain API functions. The impact of these vulnerabilities ranges from arbitrary code execution and denial of service to information disclosure. The affected versions include libssl-dev 1.1.1f-1ubuntu2.23, libssl-doc 1.1.1f-1ubuntu2.23, libssl1.1 1.1.1f-1ubuntu2.23, and openssl 1.1.1f-1ubuntu2.23. Package updates are available to address these vulnerabilities. Impact: If these vulnerabilities are exploited, an attacker could execute arbitrary code on the system, cause a denial of service condition, or obtain sensitive information. This could lead to unauthorized access, data breaches, system crashes, and loss of confidentiality. AdditionalInformation: These vulnerabilities have been assigned CVE-2024-2511, CVE-2024-4603, CVE-2024-4741, and CVE-2024-5535. The impact severity varies depending on the specific vulnerability, with some being more critical than others. The OpenSSL API function SSL_select_next_proto is particularly affected, and applications using NPN instead of ALPN are more likely to be vulnerable. However, active exploitation is unlikely due to the specific conditions required for successful attacks. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected by these vulnerabilities. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirldwh31.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 22:29:47,,11 Sep 2024 07:24:47,Defender,389,Open,Application,2.27,Low,i-0497b492ed4b24912,,88ba2e1d648c978e12f1312eab05567e5c7184b1_openssl_openssl_3.0.13.0_CVE-2024-4603,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service attack due to improper input validation by the EVP_PKEY_param_check() and EVP_PKEY_public_check() functions. Applications that use these functions to check DSA public keys or parameters may experience long delays, potentially leading to a denial of service. The issue arises when checking excessively long DSA keys or parameters obtained from an untrusted source. The computations performed by these functions can be slow if the modulus (p parameter) is too large. Although OpenSSL restricts the use of public keys with a modulus over 10,000 bits for signature verification, the key and parameter check functions do not enforce this limit. Only applications directly calling these functions or using the OpenSSL pkey and pkeyparam command line applications with the -check option are vulnerable. The OpenSSL SSL/TLS implementation is not affected, but the OpenSSL 3.0 and 3.1 FIPS providers are. Impact: A remote attacker can exploit this vulnerability to cause long delays in applications that use the EVP_PKEY_param_check() or EVP_PKEY_public_check() functions, potentially resulting in a denial of service. This can occur when checking DSA public keys or parameters obtained from an untrusted source. By supplying excessively long DSA keys or parameters, the attacker can cause the computations performed by these functions to take a long time, leading to delays in the applications execution. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirldwh31.pmintl.net,,09/10/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Medium,system,04 Oct 2025 21:50:09,,10 Sep 2025 16:43:53,Defender,25,Open,Database,3.98,Low,i-0c98d625739d3a50f,,dd787fd7de281f5c1fc3b2db2b0dfc60d713b03c_microsoft_sql_server_2019_15.0.4430.1_CVE-2025-47997,10/04/2025,Update Microsoft Sql Server 2019 to version 15.0.4445.1,"Summary: A race condition vulnerability exists in Microsoft SQL Server due to improper synchronization during concurrent execution using shared resources. This flaw allows an authenticated attacker to disclose sensitive information over a network. Impact: Exploitation of this vulnerability could lead to unauthorized disclosure of sensitive information, potentially compromising data confidentiality. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsrs30.pmintl.net,,09/09/2025,10/03/2025,TPE,,,,,,,,microsoft sql server,1562092342772383744,
Open,Low,system,04 Oct 2025 22:14:56,,24 Apr 2025 19:53:48,Defender,164,Open,Application,1.53,Low,i-0c98d625739d3a50f,,dd787fd7de281f5c1fc3b2db2b0dfc60d713b03c_openssl_openssl_3.0.13.0_CVE-2024-13176,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: A timing side-channel vulnerability (CVE-2024-13176) exists in the ECDSA signature computation within OpenSSL, potentially allowing an attacker to recover private key information. This issue arises due to a timing signal of approximately 300 nanoseconds when the top word of the inverted ECDSA nonce value is zero, which occurs with significant probability for certain elliptic curves, particularly the NIST P-521 curve. Exploitation requires either local access to the signing application or a very fast, low-latency network connection. The vulnerability affects FIPS modules in OpenSSL versions 3.4, 3.3, 3.2, 3.1, and 3.0. Impact: If exploited, this vulnerability could allow an attacker to recover private key information, potentially compromising the confidentiality of cryptographic operations. The risk is mitigated by the requirement for local access or a high-speed, low-latency network connection. AdditionalInformation: The vulnerability is classified as having a low severity due to the specific conditions required for successful exploitation. It was discovered by George Pantelakis and Alicja Kario. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsrs30.pmintl.net,,04/24/2025,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Low,system,04 Oct 2025 21:55:29,,24 Apr 2025 19:32:24,Defender,164,Open,Application,2.27,Low,i-0c98d625739d3a50f,,dd787fd7de281f5c1fc3b2db2b0dfc60d713b03c_openssl_openssl_3.0.13.0_CVE-2024-9143,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL contains a vulnerability (CVE-2024-9143) in its low-level GF(2^m) elliptic curve APIs, specifically when handling untrusted explicit values for the field polynomial. This flaw can lead to out-of-bounds memory reads or writes, potentially causing application crashes or enabling remote code execution. The affected APIs include EC_GROUP_new_curve_GF2m(), EC_GROUP_new_from_params(), and various BN_GF2m_*() functions. Applications using exotic explicit binary (GF(2^m)) curve parameters that allow invalid field polynomials with a zero constant term are susceptible to this issue. However, protocols using named curves or X9.62 encoding for binary curves are not vulnerable, reducing the likelihood of exploitation. Impact: Exploitation of this vulnerability could result in application crashes or remote code execution, posing risks to system integrity and availability. The likelihood of exploitation is low due to the limited use of exotic curve encodings. AdditionalInformation: The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are confirmed not to be affected by this vulnerability. Applications processing X.509 certificates are also not susceptible due to the use of X9.62 encoding. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsrs30.pmintl.net,,04/24/2025,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
Open,Medium,system,04 Oct 2025 22:00:00,,31 Oct 2024 00:25:37,Defender,340,Open,Application,3.61,Low,i-0c98d625739d3a50f,,dd787fd7de281f5c1fc3b2db2b0dfc60d713b03c_openssl_openssl_3.0.13.0_CVE-2024-6119,10/04/2025,Attention Required: vulnerabilities in Openssl,"Summary: OpenSSL is vulnerable to a denial of service attack due to an error when performing certificate name checks. This vulnerability can be exploited by sending a specially crafted request, which can result in abnormal termination of the application process. The issue affects applications that perform certificate name checks, such as TLS clients checking server certificates. It occurs when comparing the expected name with an otherName subject alternative name of an X.509 certificate. The severity of the issue is moderate as TLS servers are generally not affected. However, if an application specifies an expected DNS name, Email address, or IP address, a denial of service can occur. The FIPS modules in versions 3.3, 3.2, 3.1, and 3.0 are not affected. Impact: The vulnerability can cause abnormal termination of an application, leading to a denial of service. Remediation: Apply the latest patches and updates provided by the respective vendors. [Generated by AI]",pmieuirlsrs30.pmintl.net,,10/29/2024,10/03/2025,TPE,,,,,,,,openssl,1562092342772383744,
